话题id,话题,热度值,发布视频量,播放量,稿均播放量,话题创建时间,话题时间热度键值对,差分值,趋势
1.63424E+15,婚姻情感语录,7397,104624,1243310651,11883,2019/5/22 12:28,"[('20240906', 3050), ('20240907', 2650), ('20240908', 2473), ('20240909', 2313), ('20240910', 1810), ('20240911', 1474), ('20240912', 1604), ('20240913', 2719), ('20240914', 1968), ('20240915', 2001), ('20240916', 1704), ('20240917', 1942), ('20240918', 1943), ('20240919', 1975)]",-1075,整体下降趋势
1.70764E+15,有灵性的女人,6877,709,8922043,12583,2021/8/9 17:35,"[('20240919', 3556)]",0,无明显趋势变化
7.35814E+18,幸福者退让,6817,247,11886385,48123,2024/4/15 16:56,"[('20240906', 2856), ('20240907', 2200), ('20240908', 1800), ('20240909', 1080), ('20240909', 0), ('20240910', 378), ('20240911', 854), ('20240912', 668), ('20240912', 0), ('20240913', 1987), ('20240914', 1200), ('20240915', 1183), ('20240915', 0), ('20240916', 1373), ('20240917', 1634), ('20240918', 658), ('20240919', 665)]",-2191,整体下降趋势
1.60667E+15,杨韵然,5906,26190,1097112678,41890,2018/7/22 7:29,"[('20240906', 2873), ('20240907', 2565), ('20240908', 2268), ('20240909', 2609), ('20240910', 2332), ('20240911', 1937), ('20240912', 2423), ('20240913', 1596), ('20240914', 1581), ('20240915', 1449), ('20240916', 1865), ('20240917', 1921), ('20240918', 1656), ('20240919', 2077)]",-796,整体下降趋势
1.70843E+15,阿富汗女性权益,5864,182,13494612,74146,2021/8/18 10:21,"[('20240906', 440867), ('20240907', 28958), ('20240908', 11807), ('20240909', 5841), ('20240910', 7422), ('20240910', 0), ('20240911', 4823), ('20240912', 2475), ('20240913', 0), ('20240913', 1651), ('20240914', 1869), ('20240914', 0), ('20240915', 0), ('20240915', 1405), ('20240916', 0), ('20240916', 1001), ('20240917', 497), ('20240918', 434), ('20240919', 492)]",-440375,整体下降趋势
1.68103E+15,作恶多端终有报,5293,9843,45921945,4665,2020/10/20 0:03,"[('20240906', 627), ('20240907', 618), ('20240908', 791), ('20240909', 478), ('20240910', 398), ('20240911', 393), ('20240912', 591), ('20240913', 791), ('20240914', 914), ('20240915', 862), ('20240916', 550), ('20240917', 672), ('20240918', 2335), ('20240919', 1480)]",853,整体上升趋势
1.58047E+15,婆媳之间,4700,16598,349431931,21052,2017/10/6 2:25,"[('20240906', 739), ('20240907', 463), ('20240908', 332), ('20240909', 465), ('20240910', 0), ('20240910', 372), ('20240911', 297), ('20240912', 714), ('20240913', 749), ('20240914', 382), ('20240915', 268), ('20240915', 0), ('20240916', 584), ('20240917', 1727), ('20240918', 842), ('20240919', 1691)]",952,整体上升趋势
1.66867E+15,情感夫妻关系,4509,154,7223855,46908,2020/6/5 15:49,"[('20240906', 41), ('20240907', 49), ('20240908', 29), ('20240909', 147), ('20240910', 95), ('20240911', 91), ('20240912', 109), ('20240913', 393), ('20240914', 152), ('20240915', 2611), ('20240916', 951), ('20240917', 256), ('20240918', 807), ('20240919', 504)]",463,整体上升趋势
1.78631E+15,沈哥聊家事,4247,258,16215864,62852,2023/12/26 3:14,"[('20240906', 2036), ('20240907', 2083), ('20240908', 1902), ('20240909', 1895), ('20240910', 1550), ('20240911', 1387), ('20240912', 1173), ('20240913', 1184), ('20240914', 1226), ('20240915', 1300), ('20240916', 1315), ('20240917', 1215), ('20240918', 2058), ('20240919', 1496)]",-540,整体下降趋势
1.58012E+15,伴侣,237253,92355,2022692996,21901,2017/10/2 3:37,"[('20240906', 56017), ('20240907', 36680), ('20240908', 32634), ('20240909', 58428), ('20240910', 37221), ('20240911', 28789), ('20240912', 28857), ('20240913', 39493), ('20240914', 39441), ('20240915', 51294), ('20240916', 57923), ('20240917', 51249), ('20240918', 38387), ('20240919', 33875)]",-22142,整体下降趋势
1.57325E+15,老公老婆,3629,14868,442408405,29755,2017/7/18 8:29,"[('20240906', 215), ('20240907', 758), ('20240908', 345), ('20240909', 306), ('20240910', 434), ('20240911', 329), ('20240912', 397), ('20240913', 314), ('20240914', 496), ('20240915', 403), ('20240916', 470), ('20240917', 2067), ('20240918', 906), ('20240919', 539)]",324,整体上升趋势
1.69637E+15,程威说实话,3376,894,117900889,131880,2021/4/7 9:45,"[('20240906', 867), ('20240907', 2556), ('20240908', 4199), ('20240909', 1805), ('20240910', 895), ('20240911', 829), ('20240912', 754), ('20240913', 1030), ('20240914', 964), ('20240915', 669), ('20240916', 554), ('20240917', 1170), ('20240918', 1116), ('20240919', 471)]",-396,整体下降趋势
1.59925E+15,女怕嫁错郎,3313,9282,149753593,16133,2018/5/1 8:58,"[('20240906', 405), ('20240907', 224), ('20240908', 248), ('20240909', 297), ('20240910', 276), ('20240911', 144), ('20240912', 300), ('20240913', 283), ('20240914', 1595), ('20240915', 475), ('20240916', 1284), ('20240917', 605), ('20240917', 0), ('20240918', 368), ('20240919', 706)]",301,整体上升趋势
1.65245E+15,情侣沟通,3151,703,30981121,44069,2019/12/9 14:08,"[('20240906', 1039), ('20240907', 751), ('20240908', 804), ('20240909', 1026), ('20240910', 938), ('20240911', 946), ('20240912', 869), ('20240913', 774), ('20240914', 659), ('20240915', 608), ('20240916', 944), ('20240917', 795), ('20240918', 944), ('20240919', 888)]",-151,整体下降趋势
1.60991E+15,时代华商,3051,4171,452170849,108408,2018/8/27 1:42,"[('20240906', 1386), ('20240907', 1128), ('20240908', 1191), ('20240909', 1711), ('20240910', 1560), ('20240911', 1613), ('20240912', 2361), ('20240913', 2097), ('20240914', 1074), ('20240915', 2256), ('20240916', 1140), ('20240917', 1316), ('20240918', 1482), ('20240919', 1630)]",244,整体上升趋势
1.67558E+15,陈艺新,2883,5425,470441166,86717,2020/8/20 21:19,"[('20240906', 2045), ('20240907', 1467), ('20240908', 1558), ('20240909', 1742), ('20240910', 1834), ('20240911', 1487), ('20240912', 1401), ('20240913', 1495), ('20240914', 1321), ('20240915', 1221), ('20240916', 1221), ('20240917', 1533), ('20240918', 1416), ('20240919', 1998)]",-47,整体下降趋势
1.69843E+15,冯唐讲书,2789,3428,189491529,55277,2021/4/30 3:22,"[('20240906', 1627), ('20240907', 2015), ('20240908', 4799), ('20240909', 3266), ('20240910', 1641), ('20240911', 1131), ('20240912', 1052), ('20240913', 1071), ('20240914', 1139), ('20240915', 1036), ('20240916', 1380), ('20240917', 897), ('20240918', 1041), ('20240919', 1123)]",-504,整体下降趋势
1.71585E+15,如何维护夫妻关系,2771,106,676218,6379,2021/11/8 10:14,"[('20240917', 123), ('20240918', 1257), ('20240919', 1768)]",1645,整体上升趋势
1.72435E+15,张心媛,21404,4374,248062426,56712,2022/2/10 3:55,"[('20240906', 10211), ('20240907', 5032), ('20240908', 5137), ('20240909', 4580), ('20240910', 4351), ('20240911', 3863), ('20240912', 3753), ('20240913', 3530), ('20240914', 4315), ('20240915', 5243), ('20240916', 3617), ('20240917', 3800), ('20240918', 4749), ('20240919', 7152)]",-3059,整体下降趋势
7.38212E+18,利己性挽回,2605,196,5970852,30463,2024/6/19 8:06,"[('20240906', 1278), ('20240907', 1104), ('20240908', 932), ('20240909', 1085), ('20240910', 1447), ('20240911', 967), ('20240912', 771), ('20240913', 1074), ('20240914', 762), ('20240915', 639), ('20240916', 638), ('20240917', 562), ('20240918', 787), ('20240919', 928)]",-350,整体下降趋势
1.61493E+15,人生伴侣,2572,16839,160460697,9529,2018/10/21 11:37,"[('20240906', 532), ('20240907', 559), ('20240908', 2378), ('20240909', 1016), ('20240910', 1622), ('20240911', 1089), ('20240912', 585), ('20240913', 519), ('20240914', 599), ('20240915', 556), ('20240916', 443), ('20240917', 891), ('20240918', 747), ('20240919', 614)]",82,整体上升趋势
1.6624E+15,家庭幸福的关键,2416,535,13439800,25121,2020/3/28 10:10,"[('20240906', 37), ('20240906', 0), ('20240907', 23), ('20240908', 22), ('20240908', 0), ('20240909', 30), ('20240909', 0), ('20240910', 29), ('20240911', 0), ('20240911', 30), ('20240912', 520), ('20240913', 1248), ('20240913', 0), ('20240914', 0), ('20240914', 665), ('20240915', 282), ('20240915', 0), ('20240916', 330), ('20240916', 0), ('20240917', 150), ('20240917', 0), ('20240918', 192), ('20240919', 126)]",89,整体上升趋势
1.6951E+15,这些事不能做,2407,10,302057,30205,2021/3/24 8:25,"[('20240906', 21), ('20240907', 21), ('20240908', 28), ('20240910', 28), ('20240912', 0), ('20240912', 514), ('20240913', 1247), ('20240914', 664), ('20240915', 281), ('20240916', 330), ('20240917', 150), ('20240918', 0), ('20240918', 191), ('20240919', 115)]",94,整体上升趋势
1.63765E+15,夫妻情感问题,48171,64970,2086511040,32114,2019/6/29 6:02,"[('20240906', 11084), ('20240907', 17163), ('20240908', 23149), ('20240909', 11089), ('20240910', 11406), ('20240911', 7523), ('20240912', 6204), ('20240913', 7582), ('20240914', 11852), ('20240915', 7421), ('20240916', 9465), ('20240917', 15095), ('20240918', 12672), ('20240919', 9059)]",-2025,整体下降趋势
1.63694E+15,拒绝重男轻女,2069,6100,514072704,84274,2019/6/21 8:28,"[('20240906', 69), ('20240907', 544), ('20240908', 262), ('20240909', 191), ('20240910', 99), ('20240911', 147), ('20240911', 0), ('20240912', 110), ('20240913', 965), ('20240914', 740), ('20240915', 357), ('20240916', 312), ('20240917', 162), ('20240918', 74), ('20240918', 0), ('20240919', 69)]",0,无明显趋势变化
1.63285E+15,离婚率越来越高,1967,9320,239006644,25644,2019/5/7 5:38,"[('20240906', 207), ('20240907', 200), ('20240908', 199), ('20240909', 193), ('20240910', 219), ('20240911', 174), ('20240912', 136), ('20240913', 124), ('20240914', 156), ('20240915', 158), ('20240916', 1081), ('20240917', 681), ('20240918', 364), ('20240918', 0), ('20240919', 305)]",98,整体上升趋势
1.69439E+15,庐江王涵商务,1939,610,393971226,645854,2021/3/16 12:29,"[('20240906', 424), ('20240907', 542), ('20240908', 716), ('20240909', 504), ('20240910', 410), ('20240911', 461), ('20240912', 544), ('20240913', 533), ('20240914', 346), ('20240915', 390), ('20240916', 404), ('20240917', 366), ('20240918', 506), ('20240919', 466)]",42,整体上升趋势
1.59265E+15,找女婿,1921,2702,55938099,20702,2018/2/17 11:30,"[('20240906', 525), ('20240907', 632), ('20240908', 491), ('20240909', 540), ('20240910', 531), ('20240911', 456), ('20240912', 483), ('20240913', 467), ('20240914', 351), ('20240915', 538), ('20240916', 463), ('20240917', 395), ('20240918', 413), ('20240919', 1193)]",668,整体上升趋势
1.64172E+15,矛盾冲突,1707,1039,175102452,168529,2019/8/13 3:02,"[('20240906', 136), ('20240907', 90), ('20240908', 272), ('20240909', 611), ('20240910', 571), ('20240910', 0), ('20240911', 561), ('20240912', 86), ('20240912', 0), ('20240913', 51), ('20240914', 70), ('20240914', 0), ('20240915', 49), ('20240915', 0), ('20240916', 0), ('20240916', 72), ('20240917', 59), ('20240918', 0), ('20240918', 994), ('20240919', 845)]",709,整体上升趋势
1.66394E+15,婚外的感情到底该放手还是珍惜呢,1665,853,48073888,56358,2020/4/14 8:43,"[('20240906', 78), ('20240907', 47), ('20240908', 39), ('20240909', 56), ('20240910', 40), ('20240911', 73), ('20240911', 0), ('20240912', 73), ('20240913', 40), ('20240914', 39), ('20240915', 59), ('20240916', 1604), ('20240917', 0), ('20240917', 887), ('20240918', 0), ('20240918', 68), ('20240919', 54)]",-24,整体下降趋势
1.61591E+15,不管孩子,1631,111,710368,6399,2018/11/1 5:52,"[('20240906', 21), ('20240906', 0), ('20240907', 22), ('20240907', 0), ('20240908', 21), ('20240909', 0), ('20240909', 36), ('20240910', 22), ('20240911', 29), ('20240912', 69), ('20240913', 1596), ('20240914', 60), ('20240915', 41), ('20240916', 41), ('20240917', 40), ('20240918', 65), ('20240919', 42)]",21,整体上升趋势
1.68494E+15,书房计划,1579,3909,430226616,110060,2020/12/2 5:48,"[('20240906', 1175), ('20240907', 1208), ('20240908', 1116), ('20240909', 807), ('20240910', 620), ('20240911', 699), ('20240912', 669), ('20240913', 567), ('20240914', 643), ('20240915', 616), ('20240916', 628), ('20240917', 574), ('20240918', 671), ('20240919', 640)]",-535,整体下降趋势
1.74892E+15,聪明女人一定要知道的,1544,41099,342648101,8337,2022/11/8 10:10,"[('20240906', 1327), ('20240907', 1258), ('20240908', 1257), ('20240909', 1099), ('20240910', 1935), ('20240911', 1034), ('20240912', 748), ('20240913', 603), ('20240914', 453), ('20240915', 540), ('20240916', 449), ('20240917', 460), ('20240918', 607), ('20240919', 658)]",-669,整体下降趋势
1.63667E+15,分离第三者,34174,348777,4381311828,12561,2019/6/18 8:15,"[('20240906', 11714), ('20240907', 10269), ('20240908', 10091), ('20240909', 9885), ('20240910', 9818), ('20240911', 8743), ('20240912', 9105), ('20240913', 10794), ('20240914', 10392), ('20240915', 9112), ('20240916', 8563), ('20240917', 8051), ('20240918', 9686), ('20240919', 11572)]",-142,整体下降趋势
1.66277E+15,婚姻生活中的女人,1470,29670,335966457,11323,2020/4/1 11:50,"[('20240906', 375), ('20240907', 627), ('20240908', 1074), ('20240909', 0), ('20240909', 406), ('20240910', 356), ('20240911', 820), ('20240912', 649), ('20240913', 0), ('20240913', 303), ('20240914', 1030), ('20240915', 370), ('20240916', 462), ('20240917', 287), ('20240918', 241), ('20240919', 346)]",-29,整体下降趋势
1.69925E+15,学历内卷,1461,322,6687855,20769,2021/5/9 2:59,"[('20240906', 38), ('20240907', 30), ('20240908', 66), ('20240909', 95), ('20240910', 0), ('20240910', 56), ('20240911', 23), ('20240912', 86), ('20240913', 61), ('20240914', 70), ('20240915', 50), ('20240915', 0), ('20240916', 29), ('20240917', 0), ('20240917', 1395), ('20240918', 36), ('20240919', 37)]",-1,整体下降趋势
1.73281E+15,宽心纪,1369,930,42847018,46072,2022/5/14 14:53,"[('20240906', 1225), ('20240907', 961), ('20240908', 1391), ('20240909', 1868), ('20240910', 2254), ('20240911', 2887), ('20240912', 1050), ('20240913', 916), ('20240914', 901), ('20240915', 566), ('20240916', 714), ('20240917', 1135), ('20240918', 640), ('20240919', 865)]",-360,整体下降趋势
1.66917E+15,馨语情感,23588,6039,697653583,115524,2020/6/11 2:22,"[('20240906', 6356), ('20240907', 5599), ('20240908', 5786), ('20240909', 5596), ('20240910', 4787), ('20240911', 4965), ('20240912', 4956), ('20240913', 5114), ('20240914', 5066), ('20240915', 5056), ('20240916', 5160), ('20240917', 4733), ('20240918', 7436), ('20240919', 6832)]",476,整体上升趋势
1.59032E+15,28岁,1353,22061,254573562,11539,2018/1/22 18:10,"[('20240906', 313), ('20240907', 262), ('20240908', 346), ('20240909', 314), ('20240910', 273), ('20240911', 229), ('20240912', 307), ('20240913', 379), ('20240914', 305), ('20240915', 249), ('20240916', 273), ('20240917', 265), ('20240918', 466), ('20240919', 384)]",71,整体上升趋势
1.64351E+15,情感故事正能量,1341,28694,919928980,32059,2019/9/1 22:40,"[('20240906', 153), ('20240907', 645), ('20240908', 192), ('20240909', 272), ('20240910', 173), ('20240911', 130), ('20240912', 876), ('20240913', 192), ('20240914', 191), ('20240915', 141), ('20240916', 301), ('20240917', 786), ('20240918', 310), ('20240919', 273)]",120,整体上升趋势
1.60596E+15,婚姻感情,1338,13872,303529446,21880,2018/7/14 11:13,"[('20240906', 423), ('20240907', 342), ('20240908', 353), ('20240909', 6395), ('20240910', 544), ('20240911', 426), ('20240912', 383), ('20240913', 312), ('20240914', 234), ('20240915', 241), ('20240916', 245), ('20240917', 322), ('20240918', 258), ('20240919', 597)]",174,整体上升趋势
1.71998E+15,分床睡的后果,1284,1350,129355504,95818,2021/12/23 22:40,"[('20240906', 116), ('20240906', 0), ('20240907', 209), ('20240907', 0), ('20240908', 267), ('20240909', 0), ('20240909', 226), ('20240910', 193), ('20240911', 194), ('20240912', 170), ('20240912', 0), ('20240913', 221), ('20240914', 322), ('20240915', 298), ('20240916', 272), ('20240917', 189), ('20240918', 208), ('20240919', 265)]",149,整体上升趋势
1.59338E+15,两地分居,1256,3958,162249564,40992,2018/2/25 13:18,"[('20240906', 97), ('20240906', 0), ('20240907', 89), ('20240908', 805), ('20240909', 603), ('20240910', 266), ('20240911', 339), ('20240912', 388), ('20240913', 218), ('20240914', 478), ('20240915', 176), ('20240916', 99), ('20240917', 135), ('20240918', 842), ('20240919', 339)]",242,整体上升趋势
1.58827E+15,真谛,1197,2583,37098246,14362,2017/12/31 4:54,"[('20240919', 703)]",0,无明显趋势变化
7.40587E+18,老夫妻一起聊,1187,2,1823607,911803,2024/8/22 7:56,"[('20240906', 1416), ('20240907', 953), ('20240908', 592), ('20240909', 1756), ('20240910', 535), ('20240911', 429), ('20240912', 316), ('20240913', 244), ('20240914', 318), ('20240915', 185), ('20240916', 256), ('20240917', 241), ('20240918', 261), ('20240919', 149)]",-1267,整体下降趋势
1.60706E+15,头婚,1170,1221,70690483,57895,2018/7/26 13:28,"[('20240906', 497), ('20240907', 312), ('20240908', 290), ('20240909', 1288), ('20240910', 563), ('20240911', 237), ('20240912', 216), ('20240913', 179), ('20240914', 182), ('20240915', 242), ('20240916', 395), ('20240917', 271), ('20240918', 457), ('20240919', 268)]",-229,整体下降趋势
1.74437E+15,儿媳妇和婆婆的相处之道有哪些,33126,40857,753125195,18433,2022/9/19 3:38,"[('20240906', 9586), ('20240907', 5308), ('20240908', 4690), ('20240909', 3822), ('20240910', 3057), ('20240911', 5188), ('20240912', 4621), ('20240913', 4735), ('20240914', 3553), ('20240915', 3399), ('20240916', 3004), ('20240917', 3939), ('20240918', 20917), ('20240919', 6547)]",-3039,整体下降趋势
1.75614E+15,深圳离婚律师刘云海,1089,405,11439523,28245,2023/1/27 1:56,"[('20240906', 244), ('20240907', 292), ('20240908', 369), ('20240909', 254), ('20240910', 224), ('20240911', 298), ('20240912', 246), ('20240913', 414), ('20240914', 213), ('20240915', 482), ('20240916', 665), ('20240917', 523), ('20240918', 373), ('20240919', 303)]",59,整体上升趋势
1.62118E+15,孝敬公婆,1055,628,59565527,94849,2018/12/29 11:10,"[('20240906', 220), ('20240906', 0), ('20240907', 91), ('20240908', 224), ('20240909', 110), ('20240910', 420), ('20240911', 105), ('20240912', 102), ('20240913', 98), ('20240913', 0), ('20240914', 0), ('20240914', 65), ('20240915', 78), ('20240916', 106), ('20240917', 77), ('20240918', 144), ('20240919', 856)]",636,整体上升趋势
1.61287E+15,独身,1011,9443,88717444,9395,2018/9/28 16:59,"[('20240906', 549), ('20240907', 503), ('20240908', 537), ('20240909', 497), ('20240910', 727), ('20240911', 567), ('20240912', 612), ('20240913', 527), ('20240914', 508), ('20240915', 414), ('20240916', 402), ('20240917', 433), ('20240918', 528), ('20240919', 464)]",-85,整体下降趋势
1.73957E+15,中年男女再婚,972,3350,27089474,8086,2022/7/28 4:01,"[('20240906', 354), ('20240907', 426), ('20240908', 0), ('20240908', 936), ('20240909', 635), ('20240910', 383), ('20240910', 0), ('20240911', 194), ('20240912', 227), ('20240913', 279), ('20240914', 300), ('20240915', 379), ('20240916', 311), ('20240917', 0), ('20240917', 200), ('20240918', 213), ('20240919', 253)]",-101,整体下降趋势
1.62164E+15,情感经营,45677,171781,1911391979,11126,2019/1/3 12:54,"[('20240906', 21574), ('20240907', 16210), ('20240908', 16429), ('20240909', 13422), ('20240910', 12047), ('20240911', 12405), ('20240912', 9958), ('20240913', 12212), ('20240914', 10722), ('20240915', 10409), ('20240916', 10417), ('20240917', 10029), ('20240918', 10076), ('20240919', 11157)]",-10417,整体下降趋势
1.6258E+15,男人心理学,943,2074,91058870,43904,2019/2/18 9:27,"[('20240906', 248), ('20240907', 263), ('20240908', 208), ('20240909', 239), ('20240910', 240), ('20240911', 207), ('20240912', 219), ('20240913', 291), ('20240914', 240), ('20240915', 247), ('20240916', 154), ('20240917', 253), ('20240918', 216), ('20240919', 306)]",58,整体上升趋势
1.5768E+15,顾家,934,32245,219595199,6810,2017/8/26 12:23,"[('20240906', 167), ('20240907', 160), ('20240908', 169), ('20240909', 131), ('20240910', 1676), ('20240911', 132), ('20240912', 131), ('20240913', 226), ('20240914', 375), ('20240914', 0), ('20240915', 289), ('20240916', 241), ('20240917', 184), ('20240918', 166), ('20240919', 149)]",-18,整体下降趋势
1.58975E+15,对老婆好点,927,1530,83264219,54421,2018/1/16 11:37,"[('20240906', 222), ('20240907', 397), ('20240908', 132), ('20240909', 253), ('20240909', 0), ('20240910', 233), ('20240911', 181), ('20240912', 206), ('20240913', 217), ('20240914', 144), ('20240914', 0), ('20240915', 172), ('20240916', 201), ('20240917', 252), ('20240918', 249), ('20240919', 206)]",-16,整体下降趋势
1.61299E+15,人生剧本,922,5060,25499248,5039,2018/9/30 1:28,"[('20240906', 254), ('20240907', 245), ('20240908', 214), ('20240909', 245), ('20240910', 268), ('20240910', 0), ('20240911', 260), ('20240912', 147), ('20240912', 0), ('20240913', 156), ('20240914', 146), ('20240915', 151), ('20240916', 291), ('20240916', 0), ('20240917', 494), ('20240918', 157), ('20240919', 107)]",-147,整体下降趋势
1.61068E+15,海蓝博士,921,12915,189906781,14704,2018/9/4 11:57,"[('20240906', 1084), ('20240907', 3861), ('20240908', 1021), ('20240909', 637), ('20240910', 422), ('20240911', 407), ('20240912', 289), ('20240913', 489), ('20240914', 351), ('20240915', 476), ('20240916', 422), ('20240917', 359), ('20240918', 315), ('20240919', 396)]",-688,整体下降趋势
1.71876E+15,原配夫妻vs半路夫妻,897,1494,60512683,40503,2021/12/10 11:40,"[('20240906', 62), ('20240907', 2794), ('20240908', 3104), ('20240908', 0), ('20240909', 0), ('20240909', 1478), ('20240910', 478), ('20240911', 228), ('20240912', 154), ('20240913', 124), ('20240914', 175), ('20240915', 484), ('20240916', 220), ('20240917', 143), ('20240918', 110), ('20240919', 108)]",46,整体上升趋势
1.73389E+15,不婚不育是人生的遗憾吗,886,6409,201954042,31511,2022/5/26 12:55,"[('20240919', 279)]",0,无明显趋势变化
